id;profile_id;respondent_id;question_id;alternative_id;observation_id;block_id;price;type_burger_classic;type_burger_premium;type_bundle_classic;type_bundle_premium;brand_mcdonalds;brand_burger_king;brand_max_burger;brand_wendys;no_choice;kcal;gram
83;42;4;3;3;21;1;23;0;0;1;0;1;0;0;0;0;1079;218
84;0;4;3;4;21;0;0;0;0;0;0;0;0;0;0;1;0;0
85;44;4;4;1;22;1;23;0;0;1;0;0;1;0;0;0;423;292
86;78;4;4;2;22;1;27;0;0;0;1;0;1;0;0;0;683;278
87;103;4;4;3;22;1;29;0;0;1;0;0;0;0;1;0;513;267
88;0;4;4;4;22;0;0;0;0;0;0;0;0;0;0;1;0;0
89;42;4;5;1;23;1;23;0;0;1;0;1;0;0;0;0;560;183
90;81;4;5;2;23;1;27;0;0;0;1;0;0;1;0;0;529;181
91;78;4;5;3;23;1;27;0;0;0;1;0;1;0;0;0;418;252
92;0;4;5;4;23;0;0;0;0;0;0;0;0;0;0;1;0;0
93;103;4;6;1;24;1;29;0;0;1;0;0;0;0;1;0;699;259
94;101;4;6;2;24;1;29;0;0;1;0;0;0;1;0;0;459;268
95;44;4;6;3;24;1;23;0;0;1;0;0;1;0;0;0;471;282
96;0;4;6;4;24;0;0;0;0;0;0;0;0;0;0;1;0;0
97;101;5;1;1;25;1;29;0;0;1;0;0;0;1;0;0;472;213
98;42;5;1;2;25;1;23;0;0;1;0;1;0;0;0;0;576;198
99;81;5;1;3;25;1;27;0;0;0;1;0;0;1;0;0;779;275
100;0;5;1;4;25;0;0;0;0;0;0;0;0;0;0;1;0;0
101;78;5;2;1;26;1;27;0;0;0;1;0;1;0;0;0;620;257
102;44;5;2;2;26;1;23;0;0;1;0;0;1;0;0;0;459;226
103;101;5;2;3;26;1;29;0;0;1;0;0;0;1;0;0;1016;406
104;0;5;2;4;26;0;0;0;0;0;0;0;0;0;0;1;0;0
105;81;5;3;1;27;1;27;0;0;0;1;0;0;1;0;0;611;256
106;103;5;3;2;27;1;29;0;0;1;0;0;0;0;1;0;611;234
107;42;5;3;3;27;1;23;0;0;1;0;1;0;0;0;0;643;206
108;0;5;3;4;27;0;0;0;0;0;0;0;0;0;0;1;0;0
109;44;5;4;1;28;1;23;0;0;1;0;0;1;0;0;0;431;240
110;78;5;4;2;28;1;27;0;0;0;1;0;1;0;0;0;622;328
111;103;5;4;3;28;1;29;0;0;1;0;0;0;0;1;0;490;289
112;0;5;4;4;28;0;0;0;0;0;0;0;0;0;0;1;0;0
113;42;5;5;1;29;1;23;0;0;1;0;1;0;0;0;0;639;413
114;81;5;5;2;29;1;27;0;0;0;1;0;0;1;0;0;685;341
115;78;5;5;3;29;1;27;0;0;0;1;0;1;0;0;0;530;287
116;0;5;5;4;29;0;0;0;0;0;0;0;0;0;0;1;0;0
117;103;5;6;1;30;1;29;0;0;1;0;0;0;0;1;0;633;208
118;101;5;6;2;30;1;29;0;0;1;0;0;0;1;0;0;1091;246
119;44;5;6;3;30;1;23;0;0;1;0;0;1;0;0;0;483;228
120;0;5;6;4;30;0;0;0;0;0;0;0;0;0;0;1;0;0
121;101;6;1;1;31;1;29;0;0;1;0;0;0;1;0;0;468;182
122;42;6;1;2;31;1;23;0;0;1;0;1;0;0;0;0;548;236
123;81;6;1;3;31;1;27;0;0;0;1;0;0;1;0;0;766;207
124;0;6;1;4;31;0;0;0;0;0;0;0;0;0;0;1;0;0
125;78;6;2;1;32;1;27;0;0;0;1;0;1;0;0;0;400;190
126;44;6;2;2;32;1;23;0;0;1;0;0;1;0;0;0;433;407
127;101;6;2;3;32;1;29;0;0;1;0;0;0;1;0;0;1021;259
128;0;6;2;4;32;0;0;0;0;0;0;0;0;0;0;1;0;0
129;81;6;3;1;33;1;27;0;0;0;1;0;0;1;0;0;756;276
130;103;6;3;2;33;1;29;0;0;1;0;0;0;0;1;0;442;236
131;42;6;3;3;33;1;23;0;0;1;0;1;0;0;0;0;568;286
132;0;6;3;4;33;0;0;0;0;0;0;0;0;0;0;1;0;0
133;44;6;4;1;34;1;23;0;0;1;0;0;1;0;0;0;486;201
134;78;6;4;2;34;1;27;0;0;0;1;0;1;0;0;0;449;326
135;103;6;4;3;34;1;29;0;0;1;0;0;0;0;1;0;562;210
136;0;6;4;4;34;0;0;0;0;0;0;0;0;0;0;1;0;0
137;42;6;5;1;35;1;23;0;0;1;0;1;0;0;0;0;1079;292
138;81;6;5;2;35;1;27;0;0;0;1;0;0;1;0;0;589;210
139;78;6;5;3;35;1;27;0;0;0;1;0;1;0;0;0;792;226
140;0;6;5;4;35;0;0;0;0;0;0;0;0;0;0;1;0;0
141;103;6;6;1;36;1;29;0;0;1;0;0;0;0;1;0;448;225
142;101;6;6;2;36;1;29;0;0;1;0;0;0;1;0;0;638;229
143;44;6;6;3;36;1;23;0;0;1;0;0;1;0;0;0;1070;202
144;0;6;6;4;36;0;0;0;0;0;0;0;0;0;0;1;0;0
145;101;7;1;1;37;1;29;0;0;1;0;0;0;1;0;0;1093;280
146;42;7;1;2;37;1;23;0;0;1;0;1;0;0;0;0;449;231
147;81;7;1;3;37;1;27;0;0;0;1;0;0;1;0;0;596;293
148;0;7;1;4;37;0;0;0;0;0;0;0;0;0;0;1;0;0
149;78;7;2;1;38;1;27;0;0;0;1;0;1;0;0;0;726;271
150;44;7;2;2;38;1;23;0;0;1;0;0;1;0;0;0;1070;194
151;101;7;2;3;38;1;29;0;0;1;0;0;0;1;0;0;660;219
152;0;7;2;4;38;0;0;0;0;0;0;0;0;0;0;1;0;0
153;81;7;3;1;39;1;27;0;0;0;1;0;0;1;0;0;570;329
154;103;7;3;2;39;1;29;0;0;1;0;0;0;0;1;0;431;279
155;42;7;3;3;39;1;23;0;0;1;0;1;0;0;0;0;1050;271
156;0;7;3;4;39;0;0;0;0;0;0;0;0;0;0;1;0;0
157;44;7;4;1;40;1;23;0;0;1;0;0;1;0;0;0;436;296
158;78;7;4;2;40;1;27;0;0;0;1;0;1;0;0;0;484;193
159;103;7;4;3;40;1;29;0;0;1;0;0;0;0;1;0;564;270
160;0;7;4;4;40;0;0;0;0;0;0;0;0;0;0;1;0;0
161;42;7;5;1;41;1;23;0;0;1;0;1;0;0;0;0;1023;201
162;81;7;5;2;41;1;27;0;0;0;1;0;0;1;0;0;788;251
163;78;7;5;3;41;1;27;0;0;0;1;0;1;0;0;0;608;230
164;0;7;5;4;41;0;0;0;0;0;0;0;0;0;0;1;0;0
165;103;7;6;1;42;1;29;0;0;1;0;0;0;0;1;0;646;275
166;101;7;6;2;42;1;29;0;0;1;0;0;0;1;0;0;472;225
167;44;7;6;3;42;1;23;0;0;1;0;0;1;0;0;0;506;197
168;0;7;6;4;42;0;0;0;0;0;0;0;0;0;0;1;0;0
169;101;8;1;1;43;1;29;0;0;1;0;0;0;1;0;0;635;400
170;42;8;1;2;43;1;23;0;0;1;0;1;0;0;0;0;455;233
171;81;8;1;3;43;1;27;0;0;0;1;0;0;1;0;0;505;217
172;0;8;1;4;43;0;0;0;0;0;0;0;0;0;0;1;0;0
173;78;8;2;1;44;1;27;0;0;0;1;0;1;0;0;0;420;296
174;44;8;2;2;44;1;23;0;0;1;0;0;1;0;0;0;464;299
175;101;8;2;3;44;1;29;0;0;1;0;0;0;1;0;0;441;258
176;0;8;2;4;44;0;0;0;0;0;0;0;0;0;0;1;0;0
177;81;8;3;1;45;1;27;0;0;0;1;0;0;1;0;0;517;244
178;103;8;3;2;45;1;29;0;0;1;0;0;0;0;1;0;598;293
179;42;8;3;3;45;1;23;0;0;1;0;1;0;0;0;0;438;418
180;0;8;3;4;45;0;0;0;0;0;0;0;0;0;0;1;0;0
181;44;8;4;1;46;1;23;0;0;1;0;0;1;0;0;0;468;215
182;78;8;4;2;46;1;27;0;0;0;1;0;1;0;0;0;449;188
183;103;8;4;3;46;1;29;0;0;1;0;0;0;0;1;0;652;227
184;0;8;4;4;46;0;0;0;0;0;0;0;0;0;0;1;0;0
185;42;8;5;1;47;1;23;0;0;1;0;1;0;0;0;0;667;418
186;81;8;5;2;47;1;27;0;0;0;1;0;0;1;0;0;492;232
187;78;8;5;3;47;1;27;0;0;0;1;0;1;0;0;0;569;273
188;0;8;5;4;47;0;0;0;0;0;0;0;0;0;0;1;0;0
189;103;8;6;1;48;1;29;0;0;1;0;0;0;0;1;0;583;246
190;101;8;6;2;48;1;29;0;0;1;0;0;0;1;0;0;1092;252
191;44;8;6;3;48;1;23;0;0;1;0;0;1;0;0;0;596;211
192;0;8;6;4;48;0;0;0;0;0;0;0;0;0;0;1;0;0
193;101;9;1;1;49;1;29;0;0;1;0;0;0;1;0;0;424;209
194;42;9;1;2;49;1;23;0;0;1;0;1;0;0;0;0;1082;290
195;81;9;1;3;49;1;27;0;0;0;1;0;0;1;0;0;663;288
196;0;9;1;4;49;0;0;0;0;0;0;0;0;0;0;1;0;0
197;78;9;2;1;50;1;27;0;0;0;1;0;1;0;0;0;441;219
198;44;9;2;2;50;1;23;0;0;1;0;0;1;0;0;0;596;412
199;101;9;2;3;50;1;29;0;0;1;0;0;0;1;0;0;495;419
200;0;9;2;4;50;0;0;0;0;0;0;0;0;0;0;1;0;0
201;81;9;3;1;51;1;27;0;0;0;1;0;0;1;0;0;691;268
202;103;9;3;2;51;1;29;0;0;1;0;0;0;0;1;0;619;216
203;42;9;3;3;51;1;23;0;0;1;0;1;0;0;0;0;673;180
204;0;9;3;4;51;0;0;0;0;0;0;0;0;0;0;1;0;0
205;44;9;4;1;52;1;23;0;0;1;0;0;1;0;0;0;646;263
206;78;9;4;2;52;1;27;0;0;0;1;0;1;0;0;0;769;199
207;103;9;4;3;52;1;29;0;0;1;0;0;0;0;1;0;493;213
208;0;9;4;4;52;0;0;0;0;0;0;0;0;0;0;1;0;0
209;42;9;5;1;53;1;23;0;0;1;0;1;0;0;0;0;415;186
210;81;9;5;2;53;1;27;0;0;0;1;0;0;1;0;0;723;268
211;78;9;5;3;53;1;27;0;0;0;1;0;1;0;0;0;562;349
212;0;9;5;4;53;0;0;0;0;0;0;0;0;0;0;1;0;0
213;103;9;6;1;54;1;29;0;0;1;0;0;0;0;1;0;661;287
214;101;9;6;2;54;1;29;0;0;1;0;0;0;1;0;0;520;269
215;44;9;6;3;54;1;23;0;0;1;0;0;1;0;0;0;1061;272
216;0;9;6;4;54;0;0;0;0;0;0;0;0;0;0;1;0;0
217;101;10;1;1;55;1;29;0;0;1;0;0;0;1;0;0;422;273
218;42;10;1;2;55;1;23;0;0;1;0;1;0;0;0;0;656;214
219;81;10;1;3;55;1;27;0;0;0;1;0;0;1;0;0;449;328
220;0;10;1;4;55;0;0;0;0;0;0;0;0;0;0;1;0;0
221;78;10;2;1;56;1;27;0;0;0;1;0;1;0;0;0;540;190
222;44;10;2;2;56;1;23;0;0;1;0;0;1;0;0;0;1052;269
223;101;10;2;3;56;1;29;0;0;1;0;0;0;1;0;0;1004;287
224;0;10;2;4;56;0;0;0;0;0;0;0;0;0;0;1;0;0
225;81;10;3;1;57;1;27;0;0;0;1;0;0;1;0;0;793;212
226;103;10;3;2;57;1;29;0;0;1;0;0;0;0;1;0;530;280
227;42;10;3;3;57;1;23;0;0;1;0;1;0;0;0;0;423;289
228;0;10;3;4;57;0;0;0;0;0;0;0;0;0;0;1;0;0
229;44;10;4;1;58;1;23;0;0;1;0;0;1;0;0;0;626;196
230;78;10;4;2;58;1;27;0;0;0;1;0;1;0;0;0;619;265
231;103;10;4;3;58;1;29;0;0;1;0;0;0;0;1;0;547;300
232;0;10;4;4;58;0;0;0;0;0;0;0;0;0;0;1;0;0
233;42;10;5;1;59;1;23;0;0;1;0;1;0;0;0;0;406;400
234;81;10;5;2;59;1;27;0;0;0;1;0;0;1;0;0;585;226
235;78;10;5;3;59;1;27;0;0;0;1;0;1;0;0;0;614;225
236;0;10;5;4;59;0;0;0;0;0;0;0;0;0;0;1;0;0
237;103;10;6;1;60;1;29;0;0;1;0;0;0;0;1;0;1022;216
238;101;10;6;2;60;1;29;0;0;1;0;0;0;1;0;0;1014;229
239;44;10;6;3;60;1;23;0;0;1;0;0;1;0;0;0;498;255
240;0;10;6;4;60;0;0;0;0;0;0;0;0;0;0;1;0;0
241;101;11;1;1;61;1;29;0;0;1;0;0;0;1;0;0;633;226
242;42;11;1;2;61;1;23;0;0;1;0;1;0;0;0;0;1017;403
243;81;11;1;3;61;1;27;0;0;0;1;0;0;1;0;0;698;206
244;0;11;1;4;61;0;0;0;0;0;0;0;0;0;0;1;0;0
245;78;11;2;1;62;1;27;0;0;0;1;0;1;0;0;0;656;199
246;44;11;2;2;62;1;23;0;0;1;0;0;1;0;0;0;598;248
247;101;11;2;3;62;1;29;0;0;1;0;0;0;1;0;0;542;262
248;0;11;2;4;62;0;0;0;0;0;0;0;0;0;0;1;0;0
249;81;11;3;1;63;1;27;0;0;0;1;0;0;1;0;0;550;258
250;103;11;3;2;63;1;29;0;0;1;0;0;0;0;1;0;573;180
251;42;11;3;3;63;1;23;0;0;1;0;1;0;0;0;0;649;242
252;0;11;3;4;63;0;0;0;0;0;0;0;0;0;0;1;0;0
253;44;11;4;1;64;1;23;0;0;1;0;0;1;0;0;0;658;420
254;78;11;4;2;64;1;27;0;0;0;1;0;1;0;0;0;715;199
255;103;11;4;3;64;1;29;0;0;1;0;0;0;0;1;0;460;228
256;0;11;4;4;64;0;0;0;0;0;0;0;0;0;0;1;0;0
257;42;11;5;1;65;1;23;0;0;1;0;1;0;0;0;0;1013;295
258;81;11;5;2;65;1;27;0;0;0;1;0;0;1;0;0;453;181
259;78;11;5;3;65;1;27;0;0;0;1;0;1;0;0;0;716;301
260;0;11;5;4;65;0;0;0;0;0;0;0;0;0;0;1;0;0
261;103;11;6;1;66;1;29;0;0;1;0;0;0;0;1;0;602;294
262;101;11;6;2;66;1;29;0;0;1;0;0;0;1;0;0;1040;298
263;44;11;6;3;66;1;23;0;0;1;0;0;1;0;0;0;536;224
264;0;11;6;4;66;0;0;0;0;0;0;0;0;0;0;1;0;0
265;101;12;1;1;67;1;29;0;0;1;0;0;0;1;0;0;567;279
266;42;12;1;2;67;1;23;0;0;1;0;1;0;0;0;0;605;229
267;81;12;1;3;67;1;27;0;0;0;1;0;0;1;0;0;672;306
268;0;12;1;4;67;0;0;0;0;0;0;0;0;0;0;1;0;0
269;78;12;2;1;68;1;27;0;0;0;1;0;1;0;0;0;552;327
270;44;12;2;2;68;1;23;0;0;1;0;0;1;0;0;0;664;203
271;101;12;2;3;68;1;29;0;0;1;0;0;0;1;0;0;517;216
272;0;12;2;4;68;0;0;0;0;0;0;0;0;0;0;1;0;0
273;81;12;3;1;69;1;27;0;0;0;1;0;0;1;0;0;587;220
274;103;12;3;2;69;1;29;0;0;1;0;0;0;0;1;0;451;408
275;42;12;3;3;69;1;23;0;0;1;0;1;0;0;0;0;1075;201
276;0;12;3;4;69;0;0;0;0;0;0;0;0;0;0;1;0;0
277;44;12;4;1;70;1;23;0;0;1;0;0;1;0;0;0;570;276
278;78;12;4;2;70;1;27;0;0;0;1;0;1;0;0;0;477;261
279;103;12;4;3;70;1;29;0;0;1;0;0;0;0;1;0;1038;239
280;0;12;4;4;70;0;0;0;0;0;0;0;0;0;0;1;0;0
281;42;12;5;1;71;1;23;0;0;1;0;1;0;0;0;0;1079;213
282;81;12;5;2;71;1;27;0;0;0;1;0;0;1;0;0;657;332
283;78;12;5;3;71;1;27;0;0;0;1;0;1;0;0;0;547;213
284;0;12;5;4;71;0;0;0;0;0;0;0;0;0;0;1;0;0
285;103;12;6;1;72;1;29;0;0;1;0;0;0;0;1;0;592;195
286;101;12;6;2;72;1;29;0;0;1;0;0;0;1;0;0;457;289
287;44;12;6;3;72;1;23;0;0;1;0;0;1;0;0;0;639;268
288;0;12;6;4;72;0;0;0;0;0;0;0;0;0;0;1;0;0
289;101;13;1;1;73;1;29;0;0;1;0;0;0;1;0;0;587;268
290;42;13;1;2;73;1;23;0;0;1;0;1;0;0;0;0;1035;262
291;81;13;1;3;73;1;27;0;0;0;1;0;0;1;0;0;414;197
292;0;13;1;4;73;0;0;0;0;0;0;0;0;0;0;1;0;0
293;78;13;2;1;74;1;27;0;0;0;1;0;1;0;0;0;792;260
294;44;13;2;2;74;1;23;0;0;1;0;0;1;0;0;0;656;192
295;101;13;2;3;74;1;29;0;0;1;0;0;0;1;0;0;479;281
296;0;13;2;4;74;0;0;0;0;0;0;0;0;0;0;1;0;0
297;81;13;3;1;75;1;27;0;0;0;1;0;0;1;0;0;751;245
298;103;13;3;2;75;1;29;0;0;1;0;0;0;0;1;0;687;193
299;42;13;3;3;75;1;23;0;0;1;0;1;0;0;0;0;1010;282
300;0;13;3;4;75;0;0;0;0;0;0;0;0;0;0;1;0;0
301;44;13;4;1;76;1;23;0;0;1;0;0;1;0;0;0;481;230
302;78;13;4;2;76;1;27;0;0;0;1;0;1;0;0;0;696;308
303;103;13;4;3;76;1;29;0;0;1;0;0;0;0;1;0;455;293
304;0;13;4;4;76;0;0;0;0;0;0;0;0;0;0;1;0;0
305;42;13;5;1;77;1;23;0;0;1;0;1;0;0;0;0;674;211
306;81;13;5;2;77;1;27;0;0;0;1;0;0;1;0;0;597;198
307;78;13;5;3;77;1;27;0;0;0;1;0;1;0;0;0;739;238
308;0;13;5;4;77;0;0;0;0;0;0;0;0;0;0;1;0;0
309;103;13;6;1;78;1;29;0;0;1;0;0;0;0;1;0;452;222
310;101;13;6;2;78;1;29;0;0;1;0;0;0;1;0;0;542;256
311;44;13;6;3;78;1;23;0;0;1;0;0;1;0;0;0;683;234
312;0;13;6;4;78;0;0;0;0;0;0;0;0;0;0;1;0;0
313;101;14;1;1;79;1;29;0;0;1;0;0;0;1;0;0;1060;184
314;42;14;1;2;79;1;23;0;0;1;0;1;0;0;0;0;1074;272
315;81;14;1;3;79;1;27;0;0;0;1;0;0;1;0;0;605;203
316;0;14;1;4;79;0;0;0;0;0;0;0;0;0;0;1;0;0
317;78;14;2;1;80;1;27;0;0;0;1;0;1;0;0;0;763;200
318;44;14;2;2;80;1;23;0;0;1;0;0;1;0;0;0;1007;230
319;101;14;2;3;80;1;29;0;0;1;0;0;0;1;0;0;479;226
320;0;14;2;4;80;0;0;0;0;0;0;0;0;0;0;1;0;0
321;81;14;3;1;81;1;27;0;0;0;1;0;0;1;0;0;672;350
322;103;14;3;2;81;1;29;0;0;1;0;0;0;0;1;0;488;212
323;42;14;3;3;81;1;23;0;0;1;0;1;0;0;0;0;431;185
324;0;14;3;4;81;0;0;0;0;0;0;0;0;0;0;1;0;0
325;44;14;4;1;82;1;23;0;0;1;0;0;1;0;0;0;619;414
326;78;14;4;2;82;1;27;0;0;0;1;0;1;0;0;0;581;347
327;103;14;4;3;82;1;29;0;0;1;0;0;0;0;1;0;1079;419
328;0;14;4;4;82;0;0;0;0;0;0;0;0;0;0;1;0;0
329;42;14;5;1;83;1;23;0;0;1;0;1;0;0;0;0;663;407
330;81;14;5;2;83;1;27;0;0;0;1;0;0;1;0;0;643;298
331;78;14;5;3;83;1;27;0;0;0;1;0;1;0;0;0;461;223
332;0;14;5;4;83;0;0;0;0;0;0;0;0;0;0;1;0;0
333;103;14;6;1;84;1;29;0;0;1;0;0;0;0;1;0;592;230
334;101;14;6;2;84;1;29;0;0;1;0;0;0;1;0;0;660;225
335;44;14;6;3;84;1;23;0;0;1;0;0;1;0;0;0;473;244
336;0;14;6;4;84;0;0;0;0;0;0;0;0;0;0;1;0;0
337;101;15;1;1;85;1;29;0;0;1;0;0;0;1;0;0;547;220
338;42;15;1;2;85;1;23;0;0;1;0;1;0;0;0;0;662;248
339;81;15;1;3;85;1;27;0;0;0;1;0;0;1;0;0;583;312
340;0;15;1;4;85;0;0;0;0;0;0;0;0;0;0;1;0;0
341;78;15;2;1;86;1;27;0;0;0;1;0;1;0;0;0;548;345
342;44;15;2;2;86;1;23;0;0;1;0;0;1;0;0;0;415;196
343;101;15;2;3;86;1;29;0;0;1;0;0;0;1;0;0;1006;216
344;0;15;2;4;86;0;0;0;0;0;0;0;0;0;0;1;0;0
345;81;15;3;1;87;1;27;0;0;0;1;0;0;1;0;0;450;325
346;103;15;3;2;87;1;29;0;0;1;0;0;0;0;1;0;578;247
347;42;15;3;3;87;1;23;0;0;1;0;1;0;0;0;0;1089;207
348;0;15;3;4;87;0;0;0;0;0;0;0;0;0;0;1;0;0
349;44;15;4;1;88;1;23;0;0;1;0;0;1;0;0;0;472;230
350;78;15;4;2;88;1;27;0;0;0;1;0;1;0;0;0;451;322
351;103;15;4;3;88;1;29;0;0;1;0;0;0;0;1;0;589;207
352;0;15;4;4;88;0;0;0;0;0;0;0;0;0;0;1;0;0
353;42;15;5;1;89;1;23;0;0;1;0;1;0;0;0;0;402;271
354;81;15;5;2;89;1;27;0;0;0;1;0;0;1;0;0;634;206
355;78;15;5;3;89;1;27;0;0;0;1;0;1;0;0;0;777;339
356;0;15;5;4;89;0;0;0;0;0;0;0;0;0;0;1;0;0
357;103;15;6;1;90;1;29;0;0;1;0;0;0;0;1;0;1077;231
358;101;15;6;2;90;1;29;0;0;1;0;0;0;1;0;0;632;238
359;44;15;6;3;90;1;23;0;0;1;0;0;1;0;0;0;546;299
360;0;15;6;4;90;0;0;0;0;0;0;0;0;0;0;1;0;0
361;101;16;1;1;91;1;29;0;0;1;0;0;0;1;0;0;502;269
